listing_id,date
81564,2013-08-03
81564,2013-08-09
81564,2013-09-06
81564,2013-09-16
81564,2013-09-17
81564,2013-10-12
81564,2013-10-26
81564,2013-11-07
81564,2013-11-08
81564,2013-11-18
81564,2013-11-25
81564,2013-12-17
81564,2014-01-05
81564,2014-03-23
46911,2011-05-05
46911,2011-05-15
7097,2015-09-30
7097,2015-10-06
7097,2015-10-11
7097,2015-10-15
46911,2011-08-11
46911,2011-09-10
46911,2011-10-05
46911,2011-10-19
46911,2011-11-30
46911,2012-01-03
46911,2012-06-23
46911,2012-10-22
46911,2012-12-04
7097,2015-10-19
7097,2015-10-24
7097,2015-10-25
7097,2015-11-16
7097,2015-12-01
7097,2016-03-30
7097,2016-04-04
7097,2016-04-17
7097,2016-04-24
7097,2016-04-29
7097,2016-06-06
7097,2016-06-23
7097,2016-06-28
7097,2016-08-28
7097,2016-09-18
7097,2016-09-21
46911,2013-01-03
81564,2014-04-09
81564,2014-04-22
81564,2014-05-01
81564,2014-05-05
81564,2014-05-09
7097,2016-09-24
7097,2016-09-30
7097,2016-10-02
7097,2016-10-05
7097,2016-10-08
7097,2016-10-19
7097,2016-10-23
7097,2016-11-01
7097,2016-11-20
7097,2016-12-09
7097,2016-12-28
7097,2017-02-10
7097,2017-04-04
7097,2017-04-10
46911,2013-09-13
7097,2017-04-14
7097,2017-04-30
7097,2017-05-04
7097,2017-05-07
7097,2017-05-14
7097,2017-05-18
7097,2017-05-22
7097,2017-06-04
7097,2017-06-25
7097,2017-07-03
7097,2017-08-05
7097,2017-08-12
7097,2017-08-27
7097,2017-09-04
7097,2017-09-11
7097,2017-09-13
7097,2017-09-26
7097,2017-10-14
7097,2017-10-25
7097,2017-11-19
7097,2017-11-26
7097,2017-12-10
7097,2017-12-17
7097,2017-12-24
7097,2018-01-01
